,adsh,company_name,dyrqt,filed,cik,sic,ticker,country,period,AccountsPayableCurrent,AccountsReceivableNetCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLoss,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AllowanceForDoubtfulAccountsReceivableCurrent,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,CashAndCashEquivalents,CommonStockDividendsPerShareDeclared,CommonStockParOrStatedValuePerShare,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeAttributableToNoncontrollingInterest,ComprehensiveIncomeNetOfTax,ContractWithCustomerLiability,ContractWithCustomerLiabilityCurrent,ContractWithCustomerLiabilityNoncurrent,CostOfGoodsAndServicesSold,DebtInstrumentCarryingAmount,DeferredFinanceCostsNet,DeferredTaxAssets,DeferredTaxLiabilities,DepreciationAndAmortization,DueToRelatedPartiesCurrent,EarningsPerShareBasic,EarningsPerShareDiluted,EffectiveIncomeTaxRate,EmployeeRelatedLiabilitiesCurrent,FinanceLeaseAsset,FinanceLeaseInterestExpense,FinanceLeaseLiability,FinanceLeaseRightOfUseAssetAmortization,GeneralAndAdministrativeExpense,Goodwill,GrossProfit,IncomeLossFromEquityMethodInvestments,IncomeTaxExpenseBenefit,IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,IntangibleAssets,InterestExpense,InterestPayableCurrent,InventoryNet,LaborAndRelatedExpense,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermDebt,LongTermDebtCurrent,MinorityInterest,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NonoperatingIncomeExpense,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseAsset,OperatingLeaseCost,OperatingLeaseLiability,OtherAssetsCurrent,OtherAssetsNoncurrent,OtherComprehensiveIncomeLoss,OtherLiabilitiesCurrent,OtherLiabilitiesNoncurrent,OtherNonoperatingIncomeExpense,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PrepaidExpenseCurrent,ProfessionalFees,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,Revenue,ShareBasedCompensation,Short Term Investments,StockIssuedDuringPeriodValue,StockholdersEquity,SubleaseIncome,TotalLiabilities,TreasuryStockShares,TreasuryStockValue,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfSharesOutstandingBasic,7_before,7_after,difference,per
820,0001051470-19-000149,CROWN CASTLE INTERNATIONAL CORP,201902,2019-07-31 00:00:00,1051470,6798.0,cci,US,2019-06-30,337000000.0,591000000.0,0.0,9121000000.0,-5000000.0,17801000000.0,33000000.0,0.0,0.0,38147000000.0,1294000000.0,429000000.0,471000000.0,0.01,600000000.0,4000000.0,0.0,246000000.0,0.0,0.0,0.0,138000000.0,17681000000.0,0.0,0.0,0.0,0.0,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0,54000000.0,155000000.0,10078000000.0,0.0,0.0,-4000000.0,0.0,5074000000.0,1000000.0,166000000.0,0.0,0.0,38147000000.0,1698000000.0,0.0,0.0,0.0,0.0,246000000.0,0.0,0.0,1059000000.0,419000000.0,6053000000.0,195000000.0,5716000000.0,168000000.0,106000000.0,0.0,305000000.0,2028000000.0,0.0,0.01,20000000.0,2000000.0,2000000.0,111000000.0,0.0,0.0,14151000000.0,0.0,-6277000000.0,1478000000.0,0.0,0.0,0.0,11523000000.0,0.0,26624000000.0,0.0,0.0,418000000.0,416000000.0,129.36185302734376,133.26195068359374,3.9000976562499834,0.03014874605596136
821,0001051512-19-000049,TELEPHONE & DATA SYSTEMS INC /DE/,201902,2019-08-01 00:00:00,1051512,4813.0,tds,US,2019-06-30,367000000.0,969000000.0,0.0,9030000000.0,-10000000.0,2438000000.0,-3000000.0,70000000.0,0.0,10795000000.0,2228000000.0,841000000.0,19000000.0,0.0,290000000.0,1000000.0,39000000.0,33000000.0,210000000.0,0.0,0.0,0.0,0.0,0.0,0.0,681000000.0,0.0,0.0,0.29,0.28,0.0,77000000.0,0.0,0.0,6000000.0,1000000.0,421000000.0,509000000.0,0.0,41000000.0,16000000.0,2000000.0,241000000.0,43000000.0,0.0,154000000.0,0.0,10795000000.0,925000000.0,0.0,0.0,0.0,768000000.0,39000000.0,6000000.0,7000000.0,1213000000.0,55000000.0,963000000.0,47000000.0,1039000000.0,28000000.0,568000000.0,0.0,85000000.0,450000000.0,0.0,0.0,0.0,0.0,0.0,95000000.0,0.0,12348000000.0,3318000000.0,0.0,2684000000.0,1261000000.0,4000000.0,0.0,0.0,5393000000.0,0.0,0.0,0.0,488000000.0,116000000.0,114000000.0,32.70498428344727,27.592096710205077,-5.11288757324219,-0.15633358906183414
822,0001052595-19-000013,RED LION HOTELS CORP,201902,2019-08-06 00:00:00,1052595,7011.0,rlh,US,2019-06-30,8056000.0,18923000.0,5255000.0,86476000.0,0.0,181669000.0,0.0,2638000.0,0.0,298160000.0,48434000.0,22806000.0,0.0,0.01,50000000.0,251000.0,0.0,0.0,1701000.0,0.0,0.0,0.0,0.0,1462000.0,0.0,870000.0,0.0,0.0,-0.11,-0.11,0.0,2538000.0,293000.0,8000.0,312000.0,34000.0,6497000.0,18595000.0,0.0,0.0,108000.0,0.0,59124000.0,1109000.0,0.0,0.0,0.0,298160000.0,45702000.0,0.0,31462000.0,25066000.0,12673000.0,-2834000.0,-774000.0,-1229000.0,31196000.0,-2271000.0,50830000.0,1343000.0,270374000.0,0.0,8696000.0,0.0,0.0,0.0,44000.0,0.01,5000000.0,0.0,0.0,4738000.0,0.0,177072000.0,112481000.0,0.0,-23456000.0,28925000.0,646000.0,0.0,0.0,171137000.0,0.0,127023000.0,0.0,0.0,24856000.0,24856000.0,6.69399995803833,6.063999938964844,-0.6300000190734867,-0.09411413549785973
823,0001052918-19-000226,ELECTRONIC SYSTEMS TECHNOLOGY INC,201902,2019-07-30 00:00:00,752294,3670.0,elst,US,2019-06-30,57173.0,137865.0,6225.0,0.0,0.0,929159.0,0.0,0.0,0.0,2027000.0,1944835.0,225330.0,0.0,0.001,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,-189458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97224.0,0.0,205804.0,0.0,0.0,0.0,0.0,0.0,0.0,649020.0,0.0,2027000.0,136579.0,0.0,0.0,0.0,0.0,-6219.0,0.0,0.0,217890.0,-12086.0,65782.0,0.0,52569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25816.0,0.0,0.0,16383.0,51478.0,943101.0,395262.0,0.0,0.0,0.0,1877207.0,0.0,149793.0,0.0,0.0,4946502.0,4946502.0,0.4020000040531159,0.4099999964237213,0.007999992370605447,0.019900478333200255
824,0001052918-19-000232,RARE ELEMENT RESOURCES LTD,201902,2019-08-07 00:00:00,1419806,1040.0,reemf,US,2019-06-30,276000.0,0.0,0.0,389000.0,0.0,23797000.0,0.0,0.0,0.0,2228000.0,1570000.0,1493000.0,0.0,0.0,79591880.0,106494000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228000.0,276000.0,0.0,0.0,0.0,0.0,-396000.0,0.0,68000.0,464000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447000.0,58000.0,0.0,-129972000.0,0.0,19000.0,0.0,0.0,319000.0,0.0,1909000.0,0.0,0.0,79591880.0,0.0,0.421999990940094,0.3879999995231628,-0.03399999141693116,-0.08056870176984841
825,0001052918-19-000249,THUNDER MOUNTAIN GOLD INC,201902,2019-08-14 00:00:00,711034,1000.0,thmg,US,2019-06-30,0.0,0.0,0.0,139598.0,0.0,6176576.0,0.0,0.0,0.0,2339561.0,183072.0,151080.0,0.0,0.001,200000000.0,60146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,97440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2339561.0,1655020.0,0.0,0.0,0.0,173702.0,1358996.0,0.0,0.0,0.0,137845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-243.0,0.0001,5000000.0,0.0,0.0,31992.0,0.0,182605.0,323340.0,0.0,-5766683.0,1554398.0,0.0,0.0,0.0,619541.0,0.0,1720020.0,11700.0,0.0,58195030.0,0.0,0.07599999904632568,0.06939999908208846,-0.006599999964237213,-0.08684210588231972
826,0001053507-19-000105,AMERICAN TOWER CORP /MA/,201902,2019-07-31 00:00:00,1053507,6798.0,amt,US,2019-06-30,144900000.0,459500000.0,835600000.0,6890600000.0,-2606700000.0,10492700000.0,39100000.0,0.0,0.0,39072700000.0,2232400000.0,1286000000.0,408900000.0,0.01,1000000000.0,4500000.0,508400000.0,494600000.0,0.0,334800000.0,0.0,13900000.0,0.0,0.0,147800000.0,546200000.0,229100000.0,0.0,0.97,0.96,0.0,66100000.0,0.0,300000.0,27700000.0,0.0,164800000.0,5557800000.0,0.0,0.0,29600000.0,0.0,16157000000.0,204500000.0,154200000.0,0.0,0.0,39072700000.0,4821600000.0,0.0,0.0,2442200000.0,565600000.0,434300000.0,5200000.0,-220000000.0,1205700000.0,683900000.0,7110000000.0,255800000.0,10137200000.0,0.0,263800000.0,74100000.0,0.0,868000000.0,-5100000.0,0.0,0.0,0.0,0.0,486900000.0,0.0,18159200000.0,11268600000.0,0.0,-1206200000.0,1889600000.0,21900000.0,0.0,0.0,6043100000.0,0.0,32439400000.0,10557000.0,1206800000.0,445337000.0,442203000.0,204.92346801757813,212.9549591064453,8.03149108886717,0.0391926369710776
827,0001055726-19-000052,"INOVIO PHARMACEUTICALS, INC.",201902,2019-08-08 00:00:00,1055726,3841.0,ino,US,2019-06-30,13388013.0,130230.0,4638397.0,0.0,731855.0,731819389.0,-81259.0,0.0,26944620.0,165073296.0,110509032.0,19735943.0,0.0,0.001,600000000.0,98584.0,-191850.0,-28945681.0,0.0,120694.0,116630.0,0.0,0.0,0.0,0.0,26649.0,267000.0,653568.0,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,5850101.0,10513371.0,0.0,0.0,-106771.0,0.0,24717873.0,2194783.0,0.0,0.0,0.0,165073296.0,24079328.0,0.0,62757286.0,0.0,2861169.0,-29387226.0,-191850.0,0.0,28336367.0,-28200694.0,14222236.0,835000.0,33812000.0,0.0,2853089.0,441545.0,0.0,50762.0,127512.0,0.0,0.0,0.0,0.0,2309362.0,0.0,0.0,14265951.0,22486266.0,-679032924.0,135673.0,3355195.0,0.0,1388986.0,56478073.0,0.0,108595223.0,0.0,0.0,98083896.0,98083896.0,2.6420000076293944,2.409999942779541,-0.23200006484985325,-0.08781228772895483
828,0001056087-19-000067,MCCLATCHY CO,201902,2019-08-08 00:00:00,1056087,2711.0,mni,US,2019-06-30,26782000.0,56645000.0,3156000.0,0.0,-576296000.0,2217644000.0,0.0,1706000.0,0.0,1276411000.0,127609000.0,46249000.0,0.0,0.01,0.0,0.0,0.0,5441000.0,0.0,58041000.0,0.0,0.0,708516000.0,0.0,153000000.0,21036000.0,17411000.0,0.0,-2.21,-2.21,0.0,0.0,0.0,20000.0,0.0,24000.0,0.0,705174000.0,0.0,0.0,-3907000.0,0.0,838336000.0,19920000.0,25524000.0,7653000.0,61456000.0,1276411000.0,188980000.0,1459954000.0,607905000.0,0.0,0.0,-17531000.0,0.0,-26917000.0,173183000.0,5479000.0,49144000.0,3465000.0,58595000.0,16596000.0,57211000.0,5441000.0,0.0,31964000.0,218000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214411000.0,0.0,-2013596000.0,178662000.0,303000.0,0.0,0.0,-372523000.0,1460000.0,0.0,0.0,0.0,7925000.0,7925000.0,2.2239999771118164,2.2639999866485594,0.04000000953674298,0.017985615983993286
829,0001056285-19-000079,"KIRKLAND'S, INC",201903,2019-09-05 00:00:00,1056285,5990.0,kirk,US,2019-07-31,60537000.0,0.0,24646000.0,209917000.0,0.0,0.0,0.0,0.0,1700000.0,468998000.0,131545000.0,14650000.0,0.0,0.0,100000000.0,170869000.0,0.0,0.0,0.0,0.0,0.0,93312000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.21,-1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26573000.0,0.0,-3684000.0,0.0,0.0,68000.0,0.0,108233000.0,27162000.0,468998000.0,138744000.0,0.0,0.0,0.0,0.0,-17120000.0,0.0,0.0,47535000.0,-20804000.0,219648000.0,16152000.0,272261000.0,0.0,6229000.0,0.0,0.0,9148000.0,226000.0,0.0,10000000.0,0.0,0.0,8662000.0,0.0,312483000.0,102566000.0,0.0,-68463000.0,119885000.0,731000.0,0.0,0.0,102406000.0,0.0,366592000.0,0.0,0.0,14110000.0,14110000.0,1.3980000019073486,1.3800000190734862,-0.017999982833862394,-0.012875524184051702
830,0001056288-19-000017,FEDERATED INVESTORS INC /PA/,201902,2019-07-31 00:00:00,1056288,6282.0,fii,US,2019-06-30,0.0,46686000.0,0.0,91603000.0,-16492000.0,0.0,6240000.0,4000.0,0.0,1688050000.0,338372000.0,180564000.0,27323000.0,0.0,0.0,0.0,49701000.0,53185000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162204000.0,0.0,0.0,0.0,0.62,0.0,65099000.0,0.0,0.0,0.0,0.0,0.0,769689000.0,0.0,0.0,20462000.0,0.0,378374000.0,0.0,0.0,0.0,107248000.0,1688050000.0,151809000.0,421725000.0,0.0,0.0,0.0,63840000.0,1116000.0,-638000.0,236539000.0,84940000.0,105887000.0,4400000.0,126500000.0,2272000.0,41628000.0,-14139000.0,7831000.0,21436000.0,-832000.0,0.0,0.0,0.0,0.0,19991000.0,10281000.0,0.0,54100000.0,0.0,826119000.0,321479000.0,0.0,0.0,0.0,912528000.0,0.0,573534000.0,0.0,0.0,97330000.0,97330000.0,34.23344345092774,33.24944152832031,-0.9840019226074259,-0.028743878015600542
831,0001056358-19-000079,MANNATECH INC,201902,2019-08-07 00:00:00,1056358,2833.0,mtex,US,2019-06-30,5961000.0,126000.0,7961000.0,0.0,3707000.0,34026000.0,0.0,740000.0,300000.0,67267000.0,45399000.0,31770000.0,300000.0,0.0001,99000000.0,0.0,0.0,1798000.0,0.0,5783000.0,0.0,8115000.0,0.0,0.0,1475000.0,3000.0,517000.0,0.0,0.83,0.81,0.0,0.0,0.0,0.0,326000.0,0.0,8381000.0,0.0,32596000.0,0.0,1037000.0,0.0,0.0,25000.0,0.0,13336000.0,0.0,67267000.0,33915000.0,0.0,0.0,0.0,0.0,1987000.0,0.0,0.0,30577000.0,3024000.0,5700000.0,665000.0,5909000.0,0.0,8482000.0,0.0,0.0,5256000.0,980000.0,0.01,1000000.0,0.0,0.0,2663000.0,0.0,0.0,0.0,0.0,-710000.0,40711000.0,160000.0,0.0,-1000.0,27245000.0,0.0,40022000.0,350010.0,9778000.0,2452000.0,2394000.0,16.205277824401854,16.2251220703125,0.019844245910647373,0.0012245545016677205
832,0001056903-19-000020,AMERICAN STATES WATER CO,201902,2019-08-05 00:00:00,1056903,4941.0,awr,US,2019-06-30,55645000.0,24245000.0,3109000.0,0.0,0.0,0.0,0.0,845000.0,0.0,1567283000.0,122025000.0,1516000.0,10119000.0,0.0,60000000.0,254969000.0,0.0,0.0,0.0,11564000.0,0.0,14532000.0,0.0,0.0,0.0,114418000.0,6655000.0,0.0,0.72,0.72,0.0,12363000.0,0.0,0.0,0.0,0.0,19529000.0,1116000.0,0.0,0.0,7831000.0,159000.0,0.0,6282000.0,0.0,0.0,0.0,1567283000.0,106346000.0,0.0,281014000.0,339000.0,0.0,26784000.0,0.0,-4815000.0,85217000.0,39430000.0,11058000.0,6730000.0,11356000.0,0.0,5418000.0,0.0,10007000.0,11015000.0,591000.0,0.0,0.0,0.0,0.0,7005000.0,0.0,1928358000.0,1355663000.0,0.0,323818000.0,124647000.0,0.0,0.0,291000.0,578787000.0,0.0,0.0,0.0,0.0,36963000.0,36804000.0,76.93531951904295,79.82632446289062,2.8910049438476624,0.03757708373632065
833,0001057352-19-000065,"COSTAR GROUP, INC.",201902,2019-07-24 00:00:00,1057352,7389.0,csgp,US,2019-06-30,6996000.0,95583000.0,48932000.0,0.0,-12075000.0,0.0,13706000.0,5452000.0,0.0,3620598000.0,1413762000.0,1297812000.0,0.0,0.0,0.0,0.0,0.0,62481000.0,62071000.0,58290000.0,4000000.0,71918000.0,0.0,3000000.0,5670000.0,77452000.0,7175000.0,0.0,1.74,1.73,0.21,47394000.0,0.0,0.0,0.0,0.0,119075000.0,1617853000.0,271842000.0,0.0,16768000.0,317000.0,272177000.0,697000.0,0.0,0.0,0.0,3620598000.0,197260000.0,0.0,0.0,0.0,0.0,63248000.0,0.0,0.0,197042000.0,80016000.0,111004000.0,7308000.0,160943000.0,0.0,0.0,-767000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20367000.0,0.0,0.0,84518000.0,0.0,0.0,343760000.0,13816000.0,10800000.0,3001000.0,3204071000.0,0.0,416527000.0,0.0,0.0,36627000.0,36310000.0,583.76201171875,628.0699951171875,44.3079833984375,0.0759007652244843
834,0001057706-19-000012,FIRST BANCORP /PR/,201902,2019-08-09 00:00:00,1057706,6022.0,fbp,PR,2019-06-30,0.0,0.0,0.0,0.0,-2438000.0,939769000.0,0.0,0.0,0.0,12537196000.0,0.0,740293000.0,0.03,0.1,2000000000.0,22205000.0,0.0,58754000.0,0.0,0.0,0.0,0.0,0.0,0.0,92800000.0,0.0,0.0,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28100000.0,0.0,0.0,-18011000.0,0.0,3900000.0,142546000.0,0.0,0.0,40813000.0,12537196000.0,0.0,0.0,0.0,0.0,0.0,41287000.0,0.0,0.0,0.0,59298000.0,57251000.0,2500000.0,59984000.0,0.0,217590000.0,17467000.0,0.0,0.0,0.0,36104000.0,50000000.0,22004000.0,1444146.0,0.0,11671000.0,0.0,148814000.0,0.0,1157808000.0,164769000.0,0.0,1803688000.0,0.0,2152976000.0,0.0,10384220000.0,4727446.0,472000.0,216978.0,216674.0,9.781033134460447,9.525099563598634,-0.2559335708618153,-0.026166312632160755
835,0001057877-19-000098,IDACORP INC,201902,2019-08-01 00:00:00,1057877,4911.0,ida,US,2019-06-30,80651000.0,83646000.0,0.0,0.0,-21868000.0,0.0,0.0,1456000.0,0.0,6460853000.0,599453000.0,239664000.0,31932000.0,0.0,120000000.0,864266000.0,53888000.0,53644000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689901000.0,0.0,0.0,1.05,1.05,0.0,39564000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2997000.0,7028000.0,8000.0,0.0,22108000.0,23599000.0,0.0,0.0,6460853000.0,295582000.0,1920299000.0,1835521000.0,0.0,5646000.0,53400000.0,244000.0,0.0,245115000.0,71780000.0,0.0,0.0,0.0,4285000.0,60896000.0,0.0,15726000.0,45862000.0,1060000.0,0.0,0.0,0.0,0.0,17023000.0,0.0,0.0,4451196000.0,0.0,1563399000.0,307779000.0,1830000.0,0.0,0.0,2409451000.0,0.0,0.0,23000.0,1992000.0,50507000.0,50499000.0,100.8817123413086,102.3631820678711,1.4814697265624943,0.014685215904645868
836,0001058057-19-000024,MARVELL TECHNOLOGY GROUP LTD,201903,2019-09-04 00:00:00,1058057,3674.0,mrvl,BM,2019-07-31,211422000.0,452746000.0,78200000.0,705475000.0,0.0,6271120000.0,0.0,0.0,13209000.0,9981140000.0,1901407000.0,573496000.0,39889000.0,0.002,667000000.0,1334000.0,0.0,0.0,123000000.0,123023000.0,0.0,305866000.0,1700000000.0,14641000.0,0.0,242957000.0,81000000.0,0.0,-0.09,-0.09,0.0,90659000.0,0.0,0.0,0.0,0.0,113990000.0,4933719000.0,350702000.0,0.0,-10548000.0,0.0,2399975000.0,20531000.0,0.0,240421000.0,0.0,9981140000.0,620672000.0,0.0,1685359000.0,0.0,0.0,-57331000.0,0.0,0.0,396930000.0,-46228000.0,113024000.0,8043000.0,167420000.0,0.0,426278000.0,0.0,0.0,178459000.0,-2197000.0,0.0,0.0,0.0,0.0,37069000.0,0.0,1025236000.0,319761000.0,266354000.0,931358000.0,656568000.0,64117000.0,0.0,50506000.0,7203812000.0,0.0,2777328000.0,0.0,0.0,663603000.0,663603000.0,23.75174140930176,25.040363693237303,1.2886222839355457,0.05425380235197785
837,0001058290-19-000026,COGNIZANT TECHNOLOGY SOLUTIONS CORP,201902,2019-08-01 00:00:00,1058290,7371.0,ctsh,US,2019-06-30,254000000.0,3386000000.0,0.0,0.0,-70000000.0,38000000.0,40000000.0,100000000.0,0.0,15517000000.0,7206000000.0,1660000000.0,114000000.0,0.01,1000000000.0,6000000.0,0.0,513000000.0,348000000.0,0.0,0.0,0.0,0.0,0.0,0.0,471000000.0,0.0,0.0,0.9,0.9,0.0,1063000000.0,18000000.0,0.0,16000000.0,0.0,768000000.0,3651000000.0,0.0,0.0,167000000.0,0.0,1161000000.0,6000000.0,0.0,0.0,0.0,15517000000.0,2824000000.0,0.0,718000000.0,0.0,0.0,509000000.0,0.0,57000000.0,0.0,676000000.0,847000000.0,64000000.0,1048000000.0,817000000.0,767000000.0,4000000.0,363000000.0,161000000.0,2000000.0,0.1,15000000.0,0.0,0.0,0.0,0.0,0.0,1337000000.0,0.0,10583000000.0,4141000000.0,54000000.0,4000000.0,0.0,10557000000.0,0.0,4960000000.0,0.0,0.0,564000000.0,564000000.0,65.31772918701172,62.941021728515615,-2.3767074584960994,-0.036386865986895056
838,0001059262-19-000034,SP PLUS CORP,201902,2019-08-01 00:00:00,1059262,7510.0,sp,US,2019-06-30,107400000.0,150300000.0,36800000.0,0.0,-3100000.0,259500000.0,0.0,0.0,0.0,1491800000.0,198500000.0,22300000.0,0.0,0.001,50000000.0,0.0,15400000.0,14300000.0,0.0,14900000.0,0.0,352300000.0,0.0,0.0,13700000.0,0.0,7300000.0,0.0,0.68,0.68,0.0,23000000.0,16900000.0,200000.0,16900000.0,300000.0,27700000.0,585800000.0,61900000.0,900000.0,5800000.0,150074.0,199000000.0,4900000.0,0.0,0.0,0.0,1491800000.0,344000000.0,765900000.0,0.0,0.0,100000.0,16300000.0,1100000.0,-4800000.0,0.0,26900000.0,454200000.0,60600000.0,541800000.0,0.0,796800000.0,-900000.0,0.0,59200000.0,0.0,0.01,5000000.0,0.0,0.0,14100000.0,0.0,0.0,42300000.0,0.0,146500000.0,414200000.0,500000.0,0.0,0.0,381900000.0,0.0,0.0,726899.0,21100000.0,22532213.0,22382139.0,34.97999954223633,34.50999984741211,-0.4699996948242173,-0.01343624073684506
839,0001059556-19-000004,MOODYS CORP /DE/,201902,2019-08-02 00:00:00,1059556,7320.0,mco,US,2019-06-30,588700000.0,1245300000.0,93400000.0,797000000.0,-446100000.0,574500000.0,13500000.0,44800000.0,300000.0,9591600000.0,3154600000.0,1195900000.0,96800000.0,0.01,1000000000.0,3400000.0,323000000.0,319600000.0,0.0,952300000.0,118500000.0,0.0,0.0,0.0,0.0,348600000.0,51000000.0,0.0,1.64,1.62,0.0,101900000.0,0.0,0.0,0.0,0.0,274700000.0,3664900000.0,0.0,5600000.0,121300000.0,1900000.0,1486000000.0,0.0,66200000.0,0.0,0.0,9591600000.0,1839900000.0,0.0,5258000000.0,0.0,221900000.0,312000000.0,1700000.0,-50200000.0,730100000.0,483500000.0,476800000.0,28600000.0,599300000.0,335800000.0,317500000.0,11000000.0,0.0,491500000.0,400000.0,0.01,10000000.0,0.0,0.0,86200000.0,0.0,0.0,300400000.0,0.0,9107700000.0,1213600000.0,34300000.0,0.0,0.0,574700000.0,0.0,9016900000.0,153740656.0,8886700000.0,191300000.0,189400000.0,206.5534820556641,208.2835601806641,1.7300781250000057,0.0083759329921815
840,0001060349-19-000017,"GAMCO INVESTORS, INC. ET AL",201902,2019-08-07 00:00:00,1060349,6211.0,gbl,US,2019-06-30,0.0,0.0,0.0,0.0,-243000.0,15347000.0,0.0,0.0,0.0,150356000.0,0.0,52008000.0,551000.0,0.0,27700000.0,0.0,0.0,23994000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.88,0.251,0.0,2000000.0,270000.0,4708000.0,67000.0,0.0,200000.0,0.0,0.0,8067000.0,56000.0,3765000.0,655000.0,0.0,0.0,30216000.0,150356000.0,0.0,0.0,24180000.0,0.0,0.0,24017000.0,0.0,5324000.0,49647000.0,32084000.0,1100000.0,414000.0,1222000.0,0.0,8450000.0,0.0,0.0,0.0,0.0,0.001,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325605000.0,76407000.0,600000.0,0.0,0.0,22618000.0,121000.0,127738000.0,7498517.0,318124000.0,27413000.0,27357000.0,19.69143409729004,18.189002990722656,-1.502431106567382,-0.0762987144127887
841,0001060391-19-000033,"REPUBLIC SERVICES, INC.",201902,2019-07-26 00:00:00,1060391,4953.0,rsg,US,2019-06-30,719600000.0,1147000000.0,741200000.0,0.0,3900000.0,4960700000.0,0.0,33100000.0,0.0,21996800000.0,1474100000.0,143700000.0,120200000.0,0.01,750000000.0,3500000.0,230000000.0,230600000.0,0.0,331300000.0,0.0,1617000000.0,0.0,3600000.0,73000000.0,0.0,264200000.0,0.0,0.78,0.78,0.23600000000000002,146600000.0,119100000.0,1800000.0,107700000.0,1400000.0,264500000.0,11497700000.0,0.0,0.0,77700000.0,432000.0,818400000.0,98500000.0,75300000.0,56200000.0,0.0,21996800000.0,3571000000.0,0.0,0.0,0.0,2300000.0,251500000.0,-600000.0,0.0,0.0,437400000.0,233100000.0,29000000.0,302600000.0,254600000.0,686400000.0,-20900000.0,0.0,551900000.0,-200000.0,0.01,50000000.0,0.0,0.0,67400000.0,0.0,0.0,8093600000.0,0.0,4987900000.0,3101000000.0,8900000.0,0.0,6000000.0,7955200000.0,0.0,0.0,32200000.0,2003100000.0,322765000.0,321718000.0,86.6729507446289,88.92631530761719,2.253364562988281,0.02599847522934277
842,0001060736-19-000030,SEATTLE GENETICS INC /WA,201902,2019-07-16 00:00:00,1060736,2836.0,sgen,US,2019-06-30,36877000.0,182264000.0,0.0,0.0,486000.0,2688333000.0,0.0,0.0,0.0,1567565000.0,671941000.0,64112000.0,0.0,0.001,250000000.0,162000.0,0.0,18000.0,0.0,17002000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,82331000.0,274671000.0,0.0,0.0,0.0,0.0,0.0,2165000.0,0.0,73150000.0,0.0,1567565000.0,221952000.0,73787000.0,0.0,0.0,0.0,-79238000.0,0.0,0.0,257157000.0,-38710000.0,69056000.0,3401000.0,98341000.0,0.0,120997000.0,270000.0,0.0,2357000.0,0.0,0.001,5000000.0,0.0,0.0,40398000.0,0.0,0.0,130900000.0,163929000.0,-1417155000.0,218447000.0,26157000.0,312017000.0,11226000.0,1271826000.0,0.0,0.0,0.0,0.0,161436000.0,161436000.0,65.82000045776367,73.22599945068359,7.40599899291992,0.11251897510502612
